,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,labels
111,Ghazal/Jagjit Singh  Chitra Singh - Sarakti Jaye Hai.opus,1.2145554,0.33876207,0.35172057,0.2120987168901221,1.50319,-7.5335574,1604.934243013915,2239.5138264847874,19.75803978137148,3065.121370079824,0.0075406769478587,0.0307950279627144,1
112,Ghazal/Jagjit Singh - Dard Apna Likh Na Payee.opus,1.226421,0.35323086,0.36628032,0.2178300209334143,13.430189,3.0973341,2843.8686182108318,3852.935628530061,21.076983422313155,6371.7330033248,0.0234094351117696,0.0436466152255947,1
113,Ghazal/Jagjit Singh - Dairo-Haram.opus,1.425947,0.4384279,0.4666099,0.2466874122319252,6.4987326,1.0223153,3505.895472166228,4124.727181572301,20.36157911165535,7643.962410690277,0.0376925673108755,0.0661693399063208,1
114,Ghazal/Jagjit Singh - Badi Haseen Raat Thi.opus,1.6509165,0.44948798,0.40189543,0.2328114077259122,3.099379,-1.5630207,3552.251118153774,4009.4431237460494,21.33998813195911,7293.362981446896,0.0046732842400936,0.0732985210264113,1
115,Ghazal/Jagjit Singh - Baat Niklegi To.opus,1.1213465,0.35948765,0.30745372,0.200563787647659,2.5070689,-4.0564504,1211.2793398959263,1844.2111912463615,20.871326089216417,2210.5507425742576,-0.0020407058935944,0.0226335107352811,1
116,Ghazal/Jagjit Singh - Haath Chhute Bhi To Rishtey Nahi Chhoda Karte.opus,1.3121445,0.31192535,0.33306625,0.2076822190835914,1.1401352,-7.35925,3991.376687696345,4017.3413021473166,21.039535151287524,9124.245648713448,-0.0212269444979901,0.0865627441150364,1
117,Ghazal/Jagjit Singh - Gham Ka Khazana Tera Bhi Hai Mera Bhi.opus,1.3280752,0.38830307,0.39725,0.2280856135304088,5.331289,-1.1446176,2905.9277231094616,3424.950919907626,21.33189654348843,6229.055285340865,0.0639750915668778,0.0554012907441844,1
118,Ghazal/Jagjit Singh - Din Kuch Aise Guzarta Hai Koi.opus,1.4190695,0.38340685,0.3996875,0.232120445929407,8.764426,0.78938216,3453.581045063048,3729.150415308146,20.89087552448788,7722.470494486561,0.0336137874763657,0.0744899799707098,1
119,Ghazal/Jagjit Singh - Kainat Chale.opus,1.3328477,0.37107977,0.39237213,0.2311007419101842,11.840572,3.9384165,1775.9145832184383,2204.800322141997,21.795051842573372,3845.135398905142,0.0189317299751115,0.0364903216051183,1
120,Ghazal/Jagjit Singh - Kagaz Ki Kashti.opus,1.195955,0.34437817,0.31887907,0.2044600973680512,3.3209155,-4.5216346,1749.3915771035788,2391.02659543602,20.86542866282388,3241.28204966754,0.0166075252567393,0.0361709068985492,1
121,Ghazal/Jagjit Singh - Kabhi Yun Bhi To Ho.opus,1.2670944,0.42109573,0.33930746,0.2096447445793445,1.2352117,-1.2894942,2292.118342233213,2650.181357647948,21.71096334057052,5000.49890047098,-0.031355106617309,0.0498256046597953,1
122,Ghazal/Jagjit Singh - Ishq Ki Dastaan Hai Pyare.opus,1.2283542,0.3459969,0.3594344,0.2166624483971489,3.3915434,-3.7683194,1463.9501135645962,2121.2066972340945,20.104850201348263,2915.893338828113,-0.0361202435063982,0.0266953084023302,1
123,Ghazal/Jagjit Singh - Hoshwalon Ko Khabar Kya (From Sarfarosh).opus,1.25648,0.40654278,0.40369207,0.2324625216861913,1.5514572,-1.8254085,3246.581083868088,3565.696269240364,20.52632989405112,6573.56030067438,-0.0441766148856815,0.071607597037003,1
124,Ghazal/Jagjit Singh - La Pila De Sharab Ai Saqi.opus,1.3270375,0.35965875,0.4228321,0.2316649419955682,5.867061,-1.2737181,1695.8803084501965,2331.265419072116,21.269145244458723,3495.163009462406,0.020969547928498,0.0337119512090478,1
125,Ghazal/Jagjit Singh - Kuch Na Kuch (From Visions - Vol 2).opus,1.286692,0.37083486,0.37274566,0.2222180686513242,0.60252565,-5.1484423,3108.364224799097,3739.787554307709,20.722622250344664,6739.636941683144,0.041934656280446,0.0575965024360762,1
126,Ghazal/Jagjit Singh - Kal Chaudhvi Ki Raat.opus,1.294062,0.37697738,0.4866432,0.2545423332147064,0.3706779,-7.2314534,2252.8646470730846,2603.5341707660486,19.59822289321138,4414.725190241108,-0.0321966908540868,0.0518564436078305,1
127,Ghazal/Jagjit Singh - Main Nashe Mein Hoon.opus,1.3224583,0.40266737,0.45388424,0.2434631364404005,1.6168468,-3.59367,1809.8143801891813,2479.6282600106783,20.303497532496475,3583.485302850356,0.005418646482974,0.0335440357779097,1
128,Ghazal/Jagjit Singh - Main Nashe Mein Hoon - Live.opus,1.3224583,0.40266737,0.45388424,0.2434631364404005,1.6168468,-3.59367,1809.8143801891813,2479.6282600106783,20.303497532496475,3583.485302850356,0.005418646482974,0.0335440357779097,1
129,Ghazal/Jagjit Singh - Samne Hai Jo Use.opus,1.1310678,0.35720184,0.30008128,0.1945629104776625,1.3688455,-4.028666,2228.273505018022,3119.0580631019534,21.299687273534897,5086.63588012328,-0.0642254915931541,0.0373694987730419,1
130,Ghazal/Jagjit Singh - Sajaye Payi Hain.opus,1.233418,0.37931988,0.38454515,0.2153023008451577,2.7311969,-0.009366686,1623.1467375582777,1956.246869733676,21.184375657806832,3248.916339455154,0.0306044299509667,0.0367343489570328,1
131,Ghazal/Jagjit Singh - Sacchi Baat.opus,1.2037756,0.35949802,0.32408443,0.2026297365900414,9.047564,-0.061277464,1603.2169415893875,2292.5526577032647,20.991863616614616,3092.2663387515654,0.0754637163005253,0.0286751049975652,1
132,Ghazal/Jagjit Singh - Pyaar Ka Pehla Khat.opus,1.3171612,0.39530584,0.36495265,0.2185359119576699,13.652407,2.0719237,2397.9771479148976,2854.213252526479,20.392481833184224,5360.242140627533,-0.0163393921207974,0.0472709021112879,1
133,Ghazal/Jagjit Singh - Pratham Aa Chumban.opus,1.2686656,0.38705572,0.38244495,0.2265874105857931,4.8614182,-1.742967,2485.4990496323626,3845.4727487875793,21.771400117860463,5398.311093921227,-0.0432254740819513,0.0370660330750821,1
134,Ghazal/Jagjit Singh - Tera Chehra Kitna.opus,1.493178,0.43165335,0.48191828,0.2494674215494031,2.367696,-2.625874,2472.023588863992,2857.249415989575,19.61894456769812,5397.697129567677,0.0176582683113285,0.0531250386104606,1
135,Ghazal/Jagjit Singh - Tera Chehra Kitna Suhana Lagta Hai (From Unique).opus,1.2431512,0.4192204,0.49546424,0.2493003265882659,6.858761,0.33268943,2494.139655335636,2988.527409520832,20.232716826558367,5456.892442285213,-0.0018620033457682,0.0538139303130479,1
136,Ghazal/Jagjit Singh - Shayad Main Zindagi Ki Sahar.opus,1.4216853,0.316347,0.41864526,0.2284334427082302,1.7338562,-5.026648,1671.9358646244216,2401.810084736625,21.83719691341829,3276.9605112924337,0.0176229716091877,0.0318681804613745,1
137,Ghazal/Jagjit Singh - Shayad Aa Jayega Saqi Ko.opus,1.1497185,0.36815912,0.31598195,0.2045458216114543,1.3934251,-3.6533325,1877.636303818229,2763.1858053771102,20.432599744179992,3848.069562912928,-0.0261149793302243,0.0313898855242641,1
138,Ghazal/Jagjit Singh - Shaam Se Aankh Mein Nami Si Hai.opus,1.3641986,0.3805709,0.37571228,0.2192422697229582,5.401396,0.82663983,2645.440439585731,3145.2401808788804,21.296268101428623,5802.570655867694,0.0059137811781577,0.0527973949529033,1
139,Ghazal/Jagjit Singh - Woh Dil Hi Kya Tere Milne Ki Dua Na (From Immortal).opus,1.2743826,0.34849432,0.38594347,0.2224414409555038,9.78357,-1.963923,1525.6888638233168,2464.5393171514365,21.22909644861206,2812.78158573684,0.0073166503964103,0.0271945712315645,1
140,Ghazal/Jagjit Singh - Us Mod Se Shuroo Karen.opus,1.2646766,0.29549864,0.38121834,0.2243006438719682,4.3889947,-3.0105364,1723.9863164487715,2564.079449062254,20.977371290544628,3207.38478500767,0.0284107016459133,0.0311419431438421,1
141,Ghazal/Jagjit Singh - Tumko Dekha To.opus,1.17828,0.3075623,0.32493475,0.2058506880252712,2.6474652,-5.305757,1542.5947063312467,2111.8886606076157,20.99534598147333,2917.5136946707776,-0.0037376894287304,0.0307346935674043,1
142,Ghazal/Jagjit Singh - Tum Ko Dekha To Yeh Khayal Aaya - From Saath Saath.opus,1.1393961,0.32735723,0.32554835,0.2060943028494529,3.573101,-4.107588,1358.1842326976146,1842.931228210928,21.09002061920437,2476.154215055993,-0.0057743139047876,0.0296785451392489,1
143,Ghazal/Jagjit Singh - Tum Itna Jo Muskura Rahe Ho - From Arth.opus,1.1498622,0.39238536,0.3394099,0.2080302894408323,0.7095331,-7.536735,2538.473875921613,2479.7737320522465,21.418336486645256,5305.741776642191,0.0098589274660495,0.0686786942060263,1
144,Ghazal/Jagjit Singh - Tu Ambar Ki Aankh Ka Tara.opus,1.3157945,0.3961638,0.47782832,0.247558655754456,10.492695,-1.0271953,1697.9650267413083,2151.768098446691,19.83852951086512,3132.850821487562,-0.0069543612140114,0.0376625681575028,1
145,Ghazal/Jagjit Singh - Tere Qadmon Pe Sar Hoga.opus,1.2903608,0.4026162,0.48453957,0.250470587803301,0.8759303,-6.1060557,2088.761669016807,2731.055263100525,19.877821963626957,4199.181131444552,0.0089801558951361,0.0388658733837953,1
146,Ghazal/Kavita Krishnamurthy - Koi Chaahat Koi Hasrat.opus,1.4199029,0.31798214,0.41004175,0.2383013100872144,11.745209,-0.05713805,2546.358531347015,2933.8270287705163,21.71387881057245,5130.323167488637,0.0005007475578097,0.0477600068145005,1
147,Ghazal/Jagjit Singh - Zindagi Kya Hai.opus,1.0359385,0.42598456,0.41575927,0.2312089059212709,12.120281,1.7356248,834.2665733618222,1014.2151617904497,20.3009700295493,1726.9590261928051,0.0414054210992336,0.0198081072200032,1
148,Ghazal/Jagjit Singh - Zindagi Kya Hai (From Koi Baat Chale).opus,1.275058,0.42569926,0.41504008,0.2305242331971697,11.038721,2.1362448,2518.0428910916035,3598.1253543790863,20.80792219612299,5683.841729926082,0.0425595293539031,0.0362337843491829,1
149,Ghazal/Pankaj Udhas - Aap Ka Aitbaar.opus,1.3246183,0.41768262,0.37921473,0.2220584865764786,6.5416985,-0.00027157343,1430.5805012283406,2062.578344518928,21.358602022512923,2770.9187363069973,0.0260405193450741,0.0259905630605573,1
150,Ghazal/Pankaj Udhas - Aap Jinke Kareeb Hote Hain.opus,1.3421524,0.3465751,0.38233975,0.2282504478323828,2.8051922,-2.817375,2247.291402700482,2602.469885561755,21.360224129937496,4499.860118580179,0.0380505441109297,0.0533359072843862,1
151,Ghazal/Mehdi Hassan - Main Khayal Hun.opus,1.301113,0.38499442,0.44637302,0.2422665211916114,8.684763,0.62065405,1550.0827538188394,1965.479068669271,20.809091677471777,2997.0961480095098,-0.0251530940593355,0.0330743591081153,1
152,Ghazal/Lalitya Munshaw - Kuch Aise Meri.opus,1.2575202,0.36595395,0.47484097,0.2398280735190866,0.70375293,-5.2112947,3351.403630662076,3770.254135049674,20.967341440534355,7601.959458381208,0.0152158845127305,0.0590178870643431,1
153,Ghazal/Lalitya Munshaw - Baat Dil Ki Dil Se.opus,1.297824,0.357759,0.3513699,0.2102172231966796,7.3402467,1.550872,2541.4587270967327,3378.002684153708,22.7040383490568,5817.103670460982,0.0279946137689831,0.042179450004046,1
154,Ghazal/Kirti Anuraag - Meri Ajab Hai Zindagi.opus,1.2628474,0.3581453,0.36861885,0.221062762861952,5.481947,-0.18375774,2871.8179338940645,3549.8933862666945,21.90729209574306,5986.494157670179,0.060448124101173,0.0548946620559667,1
155,Ghazal/Kavita Krishnamurthy - Woh Mere Aas Paas Tha.opus,1.3725393,0.3237161,0.39994833,0.2367420315764202,10.94206,1.0799826,2455.829345639094,2767.9097761296566,21.99905927640408,5053.058711214327,0.0024926691722793,0.0522928394394831,1
156,Ghazal/Pankaj Udhas - Dil Gaya Tumne Liya.opus,1.3143646,0.40845677,0.34207278,0.2128778395568147,7.215691,-1.1187869,1331.5376998443935,1995.95748023152,21.598252755511982,2531.956665407855,-0.037897146133357,0.0230667455390861,1
157,Ghazal/Pankaj Udhas - Deewaron Se Milkar Rona.opus,1.3652482,0.39164418,0.4138606,0.2322679873434892,0.7733297,-4.062596,2543.62631394203,2403.8281766471173,21.64049191577865,5166.756855276246,0.003593456325587,0.0685110678849428,1
158,Ghazal/Pankaj Udhas - Chithhi Aayi Hai.opus,1.3976103,0.35097465,0.4756137,0.2524644314844892,3.3868158,-2.4678247,2502.3741005030283,2651.0001897025363,20.64421030050107,5009.32997463196,0.0216956810044209,0.0577318711215053,1
159,Ghazal/Pankaj Udhas - Chandi Jaisa Rang - Live.opus,1.2620394,0.35543603,0.47377324,0.248815047120843,3.1437263,-5.902471,1448.0556022393148,1790.6942793769028,20.68494598141757,2419.9720220981544,0.0079355494278077,0.0361622853469134,1
160,Ghazal/Pankaj Udhas - Chandi Jaisa Rang - Live In India-1984.opus,1.3546903,0.3697004,0.47896123,0.2528692178347443,2.9487035,-4.5593905,2601.654784268508,2938.738198862839,20.83904415777317,4941.554745904247,-0.0095409430420924,0.0625675816872448,1
161,Ghazal/Pankaj Udhas - Ahista.opus,1.1651624,0.35981533,0.3627614,0.2161114090814161,0.6058814,-6.4624825,1252.2444757658975,1772.1998430616018,20.31032992469699,2412.4475813283634,0.0193409488278115,0.0253512631958563,1
162,Ghazal/Pankaj Udhas - Na Kajare Ki Dhar (From Mohra).opus,1.377275,0.33040214,0.43533555,0.2469554383635933,5.7350373,-2.8370175,2834.7997990847,2769.807285663478,21.40503798281047,5594.574630306756,0.0184478832821024,0.0738467878854679,1
163,Ghazal/Pankaj Udhas - Jeeye to Jeeye Kaise (From Saajan).opus,1.3234222,0.36017618,0.4177913,0.2307907321699195,10.742775,1.5299649,3686.401748037696,3857.406142905744,21.313473030680917,7544.97015568013,0.0248280420243439,0.0735825267205862,1
164,Ghazal/Pankaj Udhas - Ghungroo Toot Gaye - Introduction - Ghungroo Toot Gaye - Live.opus,1.2422088,0.35873768,0.43928957,0.2409412499286981,1.873145,-7.775752,1525.030381603386,1934.1150208437452,20.34561010200033,2549.3647783187944,-0.0078128180300346,0.0364184780775852,1
165,Ghazal/Pankaj Udhas - Ghazab Kiya.opus,1.2485836,0.4014836,0.3533428,0.2142455030630443,6.0328517,0.32531986,1305.932187293549,1994.4963333454937,20.933842009173954,2434.0650438961347,-0.0562575924677131,0.0237602016966116,1
166,Ghazal/Pankaj Udhas - Udke Shakhon Se Gulab.opus,1.4163066,0.37591255,0.38681063,0.2329046203839626,0.83453107,-4.4754353,2821.360516163709,3092.828153257127,20.53010026630187,5773.226307046686,0.0311502172616891,0.0650998863437663,1
167,Ghazal/Pankaj Udhas - Tere Gham Ko.opus,1.2195758,0.4030514,0.34607127,0.2102434125057998,9.955589,1.9728673,1222.5592201016177,1773.2461059458583,21.238562197082157,2424.547670259757,0.0030491091637594,0.0227697938471068,1
168,Ghazal/Pankaj Udhas - Suraj Ki Har Kiran Pe - Live.opus,1.1830028,0.36402398,0.41263252,0.233726303685137,2.0113118,-7.489367,1364.6257680888618,1738.0908562391703,20.16520971626945,2285.3651438543297,-0.0128698751087889,0.0333158691129677,1
169,Ghazal/Pankaj Udhas - Sheeshon Ka Maseeha.opus,0.91367215,0.42305046,0.3114418,0.2054574356064572,7.132397,-0.22334918,808.2664701709401,959.2171215547564,20.61550740992009,1670.0685738776383,-0.0322389905796859,0.0189414026226383,1
170,Ghazal/Pankaj Udhas - Sabko Maloom Hai Main Sharabi Nahin.opus,1.4438186,0.3521092,0.46434906,0.2446843520367582,3.3233187,-4.452561,2443.627593711084,2357.980063124703,22.197093760276164,5126.1284574014,0.0084902505536303,0.0643986167948964,1
171,Ghazal/Talat Aziz - Duniya Kisi Ke Pyar Mein Jannat.opus,1.2894282,0.316472,0.3685354,0.2237132477734528,1.9172536,-4.162096,3035.433951826124,3373.762351859598,21.42125826580081,6007.6529081187255,0.0712251022969046,0.0675056039029535,1
172,Ghazal/Talat Aziz - Dulhan Bani Hai Raat.opus,1.2400934,0.3532405,0.4408945,0.2396063376869223,5.805204,0.6614213,1725.485578763641,2205.5396704423338,20.76711949264925,3177.5360042848074,-0.0141449824890704,0.039403931817781,1
173,Ghazal/Talat Aziz - Chhaye Hai Un-Reshmi.opus,1.3391541,0.3380329,0.44356263,0.2437974347246263,1.202733,-4.1870813,3208.416048901829,3847.2358109264233,20.466603179226983,6621.566628537073,-0.0433825602684454,0.0605082309657848,1
174,Ghazal/Talat Aziz - Chaahat Mein Kya.opus,1.3875673,0.3854901,0.35356364,0.2208585379920161,1.5609027,-3.0455012,2588.134609347745,3138.9593049546365,21.29574513095169,5271.663313337095,0.0084052438523916,0.049938485233904,1
175,Ghazal/Talat Aziz - Bahut Yaad Aaye Bhulate Bhulate.opus,1.2346079,0.31544605,0.3535672,0.2204059567875172,3.2974691,-4.3726134,1549.075212855538,1834.163064162496,21.27779655647058,2815.731982522687,0.0309506735137698,0.0370682765685768,1
176,Ghazal/Talat Aziz - Ae jane Wafaa.opus,1.3545946,0.3948806,0.40687907,0.2307101641471865,1.0292466,-3.7350695,2865.992613337789,3229.295712022733,20.71037145129874,5812.799616490892,-0.0105992798459712,0.0575137521888649,1
177,Ghazal/Talat Aziz - Ab Yahan Koi Nahin Aayega.opus,1.234227,0.34714884,0.38384807,0.2247883309964233,1.773748,-3.9524078,1991.3963836132275,2381.894969955692,22.001857779019293,3614.533429508469,-0.0129949147507764,0.0484124453825556,1
178,Ghazal/Talat Aziz - Aap Ko Mubarak Ho.opus,1.2189853,0.36204946,0.41669342,0.2340271728860773,3.3042786,-3.6298091,1675.5105132679803,2226.423354242168,20.739159265073454,3213.337281838015,-0.0479386018512737,0.0334812069641396,1
179,Ghazal/Talat Aziz - Aaj Jaane Ki Zid.opus,1.3475615,0.41110507,0.4483512,0.2410991908698684,2.3490336,-2.7025456,1665.0075780665952,2457.24565240585,19.940946754623965,3151.365179672865,0.0046324236715502,0.0274773151228468,1
180,Ghazal/Pankaj Udhas - Yun Sajaa Chand.opus,1.3486388,0.29296637,0.33438638,0.2198047490755922,2.9974358,-5.975597,1855.9288489414785,2123.208921230856,21.89157588485789,3517.287668992586,-0.0118722527523529,0.0415484116059747,1
181,Ghazal/Talat Aziz - Kahin Chand Rahon Mein.opus,1.2353017,0.34277478,0.3975817,0.2298079540878058,3.019027,-2.4085717,2723.7793106514323,3375.136348452904,20.96387941754273,5886.440755271157,0.0477449329688624,0.0501314608802048,1
182,Ghazal/Talat Aziz - Kabhi Yun Bhi Aa.opus,1.2829233,0.38802424,0.4210573,0.2371784548080099,2.942974,-3.5453205,1641.423927365542,2136.143369809884,20.387475375739008,3066.721539335702,-0.0265764370953489,0.0339455454129026,1
183,Ghazal/Talat Aziz - Jahan Mein Tujhsa Haseen Kaun Doosra Hoga.opus,1.3459754,0.37316415,0.415139,0.2382021116010367,3.0386488,-0.74104816,2154.107907899436,2614.5277948045045,20.9648800004881,4336.063561976652,0.0033491306709978,0.0464500780247234,1
184,Ghazal/Talat Aziz - Hamari Gali Mein Bhi Aate Raho.opus,1.3442594,0.371808,0.43384036,0.2441430695214505,4.2921524,-0.50314766,1893.0357952041272,2439.2905635214743,20.436372116018184,3717.977473920071,0.0086231705387441,0.0387139915894523,1
185,Ghazal/Talat Aziz - Nawazish Karam Shukriya Meharbani - Original.opus,1.287147,0.33822697,0.3724883,0.2274028196977407,1.6945251,-2.7847116,2071.787772156442,2137.446747081341,20.970073890297407,3955.43813655159,-0.0250323909451292,0.0558301518401024,1
186,Ghazal/Talat Aziz - Khuda Kare Ki Mohbbaat Main - Version 1.opus,1.3037832,0.34263662,0.3931469,0.2323727627439044,3.689307,-2.1177323,2809.3977764287606,3201.4704090333307,20.73588474775994,5820.533266313289,0.0111642000876592,0.0610378694194388,1
187,Ghazal/Talat Aziz - Khubsurat Hai Aankhen.opus,1.3308737,0.39860767,0.3665148,0.2212354282595036,8.552819,1.1185107,2615.041099721837,3027.547447401148,21.37283959848963,5053.464127209048,0.0025678779728691,0.0551559643653249,1
188,Ghazal/Talat Aziz - Kahin Main Tha.opus,1.1573135,0.334267,0.37815884,0.2246816007932072,2.3106716,-4.7992263,2075.869268150911,2353.0306309580283,22.37610802685552,4089.840788309792,0.0052896927261957,0.0502234924338687,1
189,Ghazal/Talat Aziz - Sun Li Jo Khuda Ne.opus,1.0781839,0.3829762,0.3728126,0.2212070833456805,5.154587,-1.5681448,969.2262752524272,1081.894731980458,22.16034916555042,2011.674267425836,0.0167370624686279,0.0260517248283407,1
190,Ghazal/Talat Aziz - Pyar Karna To Ek Ibadat Hai.opus,1.2347112,0.36572373,0.4391615,0.238185879329616,3.0006454,-4.3818817,2156.9067999352724,2520.072439742186,20.966608121882228,4397.270693383639,-0.0230410847035131,0.0465132785660332,1
191,Ghazal/Talat Aziz - Pathar Pe Gira Sheesha.opus,1.2913164,0.3534725,0.3881207,0.229675563375793,1.5618302,-2.3595674,3153.145037974041,4106.247463893025,20.80085260610311,6547.313817898761,-0.0063351676587925,0.0543698417220929,1
192,Ghazal/Talat Aziz - Zindagi Jab Bhi.opus,1.2229899,0.34501493,0.36464483,0.220919699391072,4.935942,-4.575239,1333.6674488677932,1574.9342690068704,20.34392897337792,2640.551839464883,-0.0307596286805145,0.0299085057831661,1
193,Ghazal/Talat Aziz - Yeh Milan Khwab Sa.opus,1.2812638,0.29882157,0.37916318,0.2259496925521696,2.2535424,-3.61353,2217.169818607188,3167.027161626558,21.053484813634935,4746.015105627146,0.0532656965540366,0.0353973676165364,1
194,Ghazal/Talat Aziz - Ye Kehrahi Hai.opus,1.3696493,0.33761176,0.43485805,0.2407173035728941,2.9521585,-2.6125002,2141.9405127000905,2531.920052374752,21.44673555175839,4394.072700878845,-0.0027683673457649,0.0465663886763705,1
195,Garhwali/Anil - Bikhoti Ka Mela.opus,1.3763417,0.356384,0.51796746,0.2607182134242248,33.40964,7.415746,2809.877053383927,3592.8885049632427,18.08476655510365,5879.9739713606805,0.0257082396348363,0.0533724503853489,2
196,Garhwali/Anil - Kan Full Khilana.opus,1.4274727,0.36010203,0.4389238,0.2417195210264332,0.7094315,-8.681578,2632.126002398685,2893.286148187168,20.641939953660334,5317.347234016326,-0.0109286291712407,0.0575103450460198,2
197,Garhwali/Anil - Jawa Pardesh.opus,1.444092,0.44478533,0.5594673,0.2525950977835027,0.9181742,-4.654951,2986.386299993152,3318.1327880194744,20.74916642596605,6348.645253311398,0.00020594892817,0.0642593449443179,2
198,Garhwali/Anil - Chakdait Chhora.opus,1.4936929,0.43349084,0.5080721,0.2511496475572507,21.893368,5.396349,2639.463012418887,3341.525592944832,20.18436134461908,5368.1754339160725,0.0084535149023767,0.0573476297677803,2
199,Garhwali/Anil - Thand Mathu Chaumaas.opus,1.5630571,0.4276042,0.5580624,0.2643138726505339,0.3562226,-5.8137517,1542.0088559495505,2116.2895485126583,19.91167533454775,3001.029628518509,-0.0057361821371962,0.0332585857404194,2
200,Garhwali/Anil - Pana Piremi.opus,1.5786453,0.34740305,0.4559338,0.2482612451846891,2.5340457,-4.452052,4080.893907285129,3372.8750172474115,22.14424150055273,7956.601165511632,0.0060660250160226,0.1111763863064928,2
201,Garhwali/Anil - Pabo Bazaar.opus,1.4474069,0.43958896,0.5238094,0.2580649176577436,1.116467,-2.9764504,2260.7732484837043,2789.3227769629084,21.130319926226992,4852.085894671074,-0.01288826651443,0.0448945951784706,2
202,Garhwali/Anil - Nepal Ni Jaan.opus,1.5236732,0.38271275,0.51917166,0.2601658704681089,19.477274,1.1908969,3309.0661641136794,3448.055223258166,20.37469963905921,6859.00169254496,6.583592059076285e-05,0.0693692247621288,2
203,Garhwali/Anil - Latuli Teri Mukhdi.opus,1.5682698,0.36278072,0.48128283,0.2530427946236089,4.0366535,-2.8592393,4273.519537238721,3367.620592560261,22.05495682992409,8122.108598784908,-0.0157184049251316,0.1219240838039574,2
204,Garhwali/Dinesh Uniyal - Holu Ta Kya Holu.opus,1.4380792,0.3579324,0.5110358,0.2577131080757036,5.892732,1.4656937,2999.769962913147,3396.540256945594,21.4450339171532,6605.602423163917,-0.0081318654050303,0.0605928186535391,2
205,Garhwali/Dinesh Uniyal - Hey Dida Bou Na Maari.opus,1.5661395,0.31027395,0.47783515,0.2555720072772869,1.4287089,-6.3767138,1762.114271897612,2389.9763477813085,20.420202849760468,3132.9089726732223,0.0160724443039407,0.0382238601733808,2
206,Garhwali/Anuradha Nirala - Na Tu Mero Lagadu.opus,1.6714443,0.27814865,0.41158733,0.2402079141496159,13.738165,-3.4310596,1935.2638967728992,2510.991070939436,21.924225753881665,3575.0725372056863,-0.0152353602536843,0.038518561339636,2
207,Garhwali/Anil Bist - Mera Baju Ranga.opus,1.2949903,0.42125544,0.529518,0.2593908432206664,13.059521,3.757992,2761.370174380353,3341.0025259402078,21.69092379780124,6085.397175717501,-0.0132797787581348,0.0546320634540306,2
208,Garhwali/Anil Bist - Bedu Pako Barmasa.opus,1.4750642,0.3413026,0.47374794,0.2518845809857764,6.807032,0.30716208,2458.944735450942,2673.2797496548656,20.07960260301117,4602.048046556956,0.0030986524945018,0.0580889160264673,2
209,Garhwali/Himanshu Rawat Music - Bhola Naachigey.opus,1.4904724,0.44790795,0.6428401,0.2698910253982494,8.657425,1.3667504,3650.921843617479,4054.974538958345,21.371599015520435,7646.81834614842,0.0125042075818982,0.0733182403357787,2
210,Garhwali/Gajendra Rana - Kya Dan Lagdi Tu.opus,1.4927714,0.36069646,0.49901247,0.2543827388487479,0.8674268,-4.4235783,2391.668918971403,2853.95746225765,20.65938889181793,5010.542056643583,-0.0118322967262259,0.0499121847498737,2
211,Garhwali/Gajendra Rana - Pushpa Chori.opus,1.4801129,0.35973623,0.4768741,0.2517989093173985,0.7699344,-5.477787,1965.9086843723308,2584.9843645387305,21.263670912952342,3910.382083997242,0.0130402094993556,0.0401803713190266,2
212,Garhwali/Gajendra Rana - Leela Ghasiyari.opus,1.4949641,0.43452075,0.6079988,0.2752946527525589,17.274036,4.1171923,3025.578209943803,3355.440615249081,19.062774218183836,6606.316348756555,-0.0015790160639987,0.0649568534829132,2
213,Garhwali/Dinesh Uniyal - Sailya Ji Tum Dilhi.opus,1.3294867,0.36800534,0.4891607,0.2507879170591662,4.808642,0.45974183,2716.897119116218,3255.044267021557,21.861747901845224,5973.453721865589,-0.0249551726577085,0.0551136851455592,2
214,Garhwali/Gajendra Rana - Leela Ghasyari.opus,1.4949641,0.43452075,0.6079988,0.2752946527525589,17.274036,4.1171923,3025.578209943803,3355.440615249081,19.062774218183836,6606.316348756555,-0.0015790160639987,0.0649568534829132,2
215,Garhwali/Dinesh Uniyal - Jai Ho Ma Chandra Badni.opus,1.3294867,0.36800534,0.4891607,0.2507879170591662,4.808642,0.45974183,2716.897119116218,3255.044267021557,21.861747901845224,5973.453721865589,-0.0249551726577085,0.0551136851455592,2
216,Garhwali/Gajendra Rana - Rama Siranhi Ki Sundara.opus,1.4335039,0.3545889,0.5200487,0.2630554986973798,0.032518018,-8.736998,2992.557465721297,4212.078186140016,19.166762850590537,5825.340333739011,-0.0143686296154252,0.0526112777229653,2
217,Garhwali/Dinesh Uniyal - Katha Laanu Mankhi Ki.opus,1.3319422,0.26688704,0.35262904,0.2225400453237562,1.6238333,-8.13886,1505.2816531463363,2080.146859027801,21.2421398833611,2705.218104875357,-0.0389784429313931,0.0313173272770059,2
218,Garhwali/Himanshu Rawat Music - Dehradun Ki Kaanchi.opus,1.3761035,0.4440235,0.591483,0.2614413774078287,14.49717,1.1616375,2625.4814738277323,3576.5883955956747,20.1457469641622,5931.427442817015,-0.0155088276904853,0.0411426182925988,2
